90
Buddha_001.png  226.7586862365126600	576.7822468632462000	295.5658704504834300	-0.7056440140704900	-1.0319891315499239	2.3674000216527267
Buddha_002.png  130.8660685570426100	605.7931026773721900	295.5448854365708900	-0.4545695618308865	-1.1219147656947568	2.6531277188826015
Buddha_003.png  -17.7346028874001430	619.7362653617358300	296.0696107593493000	0.0765731947853941	-1.1682123032046783	-3.0491421462258592
Buddha_004.png  -169.0359584651732500	597.0187018072498400	296.7791074613705300	0.5761298498510979	-1.0855832386405257	-2.4975794615111946
Buddha_005.png  -263.7744651719482400	562.4114222379194000	296.9206391685745500	0.7889241607878970	-0.9822728926716424	-2.2506857346541289
Buddha_006.png  -386.4177885418810100	487.1339154491197400	297.4687076433782500	0.9722619662053073	-0.8019546470610597	-2.0148510825674322
Buddha_007.png  -474.9158450440236800	402.0092356626573700	298.4404927972785800	1.0621141732320221	-0.6331913390042221	-1.8796737148102074
Buddha_008.png  -523.7303147585844300	336.2960586459134900	298.8520585214804400	1.1020494118483561	-0.5169284344955445	-1.8068476263408257
Buddha_009.png  -573.7037472894206800	242.4030352168710200	298.9932091176519900	1.1369767179330141	-0.3626167708337115	-1.7255082598532849
Buddha_010.png  -613.4656434654650600	108.8814017863491300	298.6937352433215600	1.1620301675478943	-0.1579098662841052	-1.6314781762939050
Buddha_011.png  -621.7548519440847500	-44.7212464013095920	297.8948046623059400	1.1673162064782041	0.0697082029824990	-1.5347220127240500
Buddha_012.png  -572.8055355614635600	-245.9659807320739700	296.6136976992701200	1.1379465904688804	0.3760520548283679	-1.3977905068835605
Buddha_013.png  -515.3822890434961400	-350.2528633903965600	296.1592066055644600	1.0965184048040852	0.5484425955521356	-1.3043277098310930
Buddha_014.png  -446.9246410980054500	-434.2254881196099100	295.6327151124076500	1.0365017111199533	0.7014892968241202	-1.2007649326225849
Buddha_015.png  -370.3516698133808500	-500.7052873490687300	294.8233833282727700	0.9503765121490762	0.8385753889580453	-1.0768487313111226
Buddha_016.png  -231.2719867840864400	-577.7774251245718900	294.5073593064364600	0.7149712224385570	1.0305191485001919	-0.7838593877592145
Buddha_017.png  -90.9721504305500590	-615.8461908700257900	293.6920688252295100	0.3213797338855555	1.1505049973191335	-0.3419857071504021
Buddha_018.png  35.7160926776912790	-621.4801168663206000	293.9922400168242700	-0.1513172307096320	1.1686143244633680	0.1725440531007759
Buddha_019.png  191.0872264529746200	-592.7011738733380100	294.1100621377451000	-0.6416178021763110	1.0664581067766883	0.7161005590682720
Buddha_020.png  285.5396013859830200	-553.9514316471396600	293.9002666580026400	-0.8365416500899938	0.9555975392008458	0.9460010679114758
Buddha_021.png  384.3261676877795600	-490.6305505240243300	294.1778081092925300	-0.9774265279325048	0.8062787001744026	1.1288204464833305
Buddha_022.png  451.8628648983261100	-429.3559265523545600	294.5650482181955000	-1.0488252584844111	0.6820014205725421	1.2347010906735334
Buddha_023.png  525.9392564457376700	-334.6816475049815300	295.1842649147870400	-1.1101697264088475	0.5114162470580659	1.3448399667770159
Buddha_024.png  592.6404265510753900	-192.1086179958477400	295.8860656088351100	-1.1546079326841037	0.2818846792615829	1.4598703714422672
Buddha_025.png  621.5981622617079000	-37.9558975557717990	296.2032369192289100	-1.1710001111167616	0.0501658439879756	1.5597051288396238
Buddha_026.png  606.1598661254338400	140.4439525028251400	295.9346641358620200	-1.1616975158989686	-0.2150977940932969	1.6717371048270886
Buddha_027.png  564.9184682826006600	259.8728242512249800	295.4017815604899500	-1.1356571519454894	-0.4005227182178096	1.7583367709333790
